cpu_utilization,device_age_days,device_id,device_type,error_log_rate,failure_probability,firmware_version,historical_incidents,historical_outages,io_wait,maintenance_days_since,memory_pressure,network_latency,packet_loss_rate,power_cycle_count,reboot_count_7d,sla_breach_history,software_patch_age_days,temperature_anomaly_score,temperature_variance,timestamp,workload_intensity
0.6,1824,D6865,T004,20.3,0.64,5.0,3,2,0.7,91,0.89,72,0.126,12,1,3,252,0.63,0.12,9/21/24,0.91
0.37,2939,D9433,T009,15.4,0.59,3.0,11,0,0.7,143,0.97,189,0.041,30,13,9,80,0.87,0.05,3/12/25,0.32
0.87,1786,D5398,T008,15.6,0.56,4.5,5,3,0.89,344,0.34,58,0.079,3,0,6,31,0.69,0.32,6/21/24,0.92
0.46,1856,D3797,T007,32.8,0.45,6.0,4,1,0.71,231,0.16,15,0.032,5,9,7,98,0.88,0.15,1/22/26,0.13
0.53,809,D4143,T012,19.2,0.57,5.2,7,3,0.83,85,0.74,57,0.1,20,8,8,307,0.43,0.41,9/15/25,0.61
0.72,2833,D3859,T011,16.0,0.48,5.2,6,5,0.75,36,0.66,102,0.124,18,8,6,38,0.51,0.5,9/4/24,0.12
0.69,1365,D6321,T010,35.3,0.55,5.0,19,8,0.04,253,0.98,249,0.041,9,6,9,52,0.42,0.42,4/5/24,0.42
0.61,958,D6574,T004,2.2,0.6,5.0,15,6,0.8,165,0.83,73,0.144,16,14,5,167,0.61,0.1,10/7/24,0.64
0.4,1522,D1135,T003,40.3,0.48,3.0,17,10,0.88,83,0.12,149,0.051,29,11,8,295,0.27,0.24,9/11/24,0.98
0.57,519,D3188,T002,25.4,0.57,6.0,19,4,0.18,269,0.64,157,0.039,7,11,0,189,0.95,0.36,7/21/25,0.44
0.71,1248,D5913,T001,18.9,0.62,5.0,4,4,0.74,334,0.85,272,0.118,8,5,0,64,0.79,0.21,11/21/25,0.67
0.76,1298,D5558,T007,34.7,0.52,6.0,5,3,0.58,133,0.48,232,0.014,10,11,4,339,0.02,0.01,11/27/24,0.61
0.63,207,D2254,T006,16.8,0.44,3.5,8,7,0.42,110,0.18,193,0.066,23,15,1,41,0.26,0.16,7/9/25,0.82
0.22,2742,D1364,T005,22.5,0.59,5.0,16,6,0.02,205,0.56,243,0.14,22,8,6,312,0.46,0.05,3/19/25,0.7
0.68,1678,D7182,T010,36.0,0.58,3.0,11,3,0.77,100,0.62,21,0.061,27,2,0,343,0.76,0.38,9/7/25,0.39
0.86,1425,D5085,T009,43.7,0.79,4.5,13,2,0.99,361,0.4,273,0.102,2,9,6,275,0.98,0.31,6/13/25,1.0
0.78,1505,D5926,T008,21.7,0.45,4.5,8,2,0.59,159,0.11,284,0.061,28,15,8,248,0.34,0.17,2/4/24,0.14
0.89,1990,D9001,T001,12.3,0.69,5.1,13,2,0.54,219,0.85,237,0.045,22,12,6,236,0.89,0.02,5/22/25,0.26
0.48,2183,D1783,T012,26.9,0.44,5.0,7,3,0.22,306,0.33,110,0.032,14,4,1,206,0.68,0.34,4/4/25,0.44
0.4,2163,D4183,T011,26.2,0.55,5.0,15,7,0.89,188,0.97,34,0.031,12,15,5,329,0.61,0.16,2/4/26,0.23
0.29,290,D6464,T004,19.9,0.43,3.0,1,6,0.74,292,0.8,133,0.088,23,4,5,329,0.06,0.13,11/1/25,0.87
0.81,1186,D8719,T003,17.7,0.48,5.0,15,6,0.35,76,0.53,237,0.084,9,9,7,12,0.47,0.04,2/23/26,0.12
0.34,1274,D1450,T002,6.9,0.55,5.0,9,8,0.45,332,0.55,107,0.056,14,11,5,350,0.77,0.39,2/10/26,0.32
0.29,1377,D7743,T007,32.1,0.56,5.2,13,1,0.49,156,0.97,271,0.042,0,13,8,39,0.79,0.14,2/13/25,0.52
0.15,418,D6214,T006,29.6,0.46,5.1,19,8,0.99,40,0.32,170,0.148,2,12,9,215,0.31,0.27,5/29/25,0.64
0.69,633,D2289,T005,45.8,0.46,4.5,1,10,0.26,210,0.43,28,0.027,0,0,10,346,0.34,0.43,3/12/24,0.49
0.58,2360,D6362,T010,17.0,0.45,4.5,8,7,0.3,302,0.44,243,0.046,9,8,8,109,0.31,0.41,9/12/25,0.85
0.31,171,D4543,T009,31.2,0.46,5.2,15,10,0.91,161,0.76,99,0.028,2,13,3,146,0.57,0.13,3/31/24,0.35
0.7,2615,D4812,T008,17.2,0.71,4.0,4,5,0.53,8,0.87,18,0.082,19,11,6,362,0.83,0.03,12/9/25,0.77
0.25,2240,D7173,T001,49.0,0.49,3.0,2,2,0.81,155,0.21,194,0.049,26,10,8,295,0.55,0.44,4/16/25,0.74
0.18,678,D6974,T012,38.6,0.36,4.5,6,4,0.21,181,0.28,188,0.076,19,2,6,4,0.37,0.47,10/15/25,0.56
0.34,2166,D2564,T011,45.8,0.58,4.0,11,1,0.31,246,0.19,221,0.112,27,13,8,115,0.93,0.43,7/27/24,0.68
0.18,1461,D9729,T004,16.0,0.33,4.5,6,0,0.06,328,0.18,107,0.013,9,1,1,42,0.72,0.15,3/31/24,0.42
0.33,2922,D4165,T003,48.9,0.62,4.0,18,7,0.17,311,0.73,62,0.026,16,1,3,52,0.98,0.16,10/29/24,0.89
0.41,1002,D7310,T002,44.6,0.5,3.5,18,1,0.99,159,0.66,38,0.031,30,1,8,300,0.22,0.27,7/12/24,0.58
0.9,1124,D7588,T007,7.1,0.65,4.0,3,6,0.69,68,0.86,87,0.095,20,4,8,340,0.73,0.41,6/23/24,0.82
0.77,725,D1964,T006,1.1,0.36,5.0,2,9,0.98,28,0.27,205,0.021,12,3,1,174,0.59,0.35,2/10/26,0.48
0.7,2614,D2960,T005,20.3,0.55,5.2,10,5,0.75,281,0.19,131,0.15,9,13,7,184,0.05,0.16,7/25/25,0.37
0.52,283,D1469,T010,35.3,0.41,5.1,16,10,0.4,169,0.21,274,0.013,25,4,0,95,0.61,0.19,6/26/24,0.71
0.22,697,D4135,T009,45.6,0.31,4.5,20,10,0.34,15,0.22,296,0.007,15,8,7,80,0.63,0.37,7/23/25,0.14
0.69,2267,D6762,T008,37.3,0.58,4.0,15,9,0.57,99,0.44,186,0.117,4,0,1,15,0.62,0.33,5/19/25,0.67
0.29,194,D2304,T001,0.5,0.42,4.0,6,8,0.83,45,0.69,256,0.097,8,8,6,302,0.05,0.33,2/10/26,0.99
0.49,2668,D4893,T012,27.9,0.56,5.2,4,3,0.35,181,0.97,205,0.005,22,14,8,168,0.26,0.49,3/16/24,0.49
0.81,2054,D9274,T011,2.1,0.55,5.1,12,9,0.87,134,0.85,141,0.063,20,0,5,153,0.26,0.25,12/4/24,0.51
0.3,2292,D5404,T005,32.0,0.41,5.1,13,7,0.28,152,0.32,214,0.066,25,0,6,218,0.21,0.28,1/21/26,0.71
0.83,2921,D2815,T004,47.0,0.71,5.1,5,5,0.53,338,0.58,91,0.125,5,5,10,194,0.77,0.36,6/23/25,0.23
0.31,2042,D9471,T003,6.3,0.52,3.5,18,5,0.01,110,0.5,262,0.088,17,12,3,209,0.56,0.13,2/17/25,0.68
0.62,2234,D1782,T002,8.4,0.46,3.5,10,3,0.07,300,0.11,167,0.031,22,9,8,131,0.51,0.38,1/5/25,0.82
0.79,2268,D4140,T008,47.8,0.67,5.2,0,0,0.82,306,0.8,268,0.133,1,11,9,225,0.44,0.42,2/8/24,0.48
0.18,740,D6214,T007,39.5,0.51,5.2,3,10,0.26,219,0.72,227,0.044,7,15,1,350,0.71,0.13,3/14/24,0.5
0.35,1563,D8493,T006,34.2,0.44,3.5,15,5,0.92,325,0.39,91,0.05,22,10,5,118,0.57,0.31,10/10/24,0.28
0.99,164,D3257,T011,30.8,0.67,5.0,4,6,0.86,176,0.54,258,0.049,29,13,0,213,0.93,0.37,5/22/25,0.32
0.69,133,D7539,T010,3.6,0.4,3.0,9,8,0.44,104,0.14,122,0.095,7,10,0,140,0.08,0.19,2/13/25,0.28
0.18,1250,D5162,T009,15.3,0.43,4.0,8,8,0.38,74,0.76,255,0.098,17,5,3,88,0.58,0.02,3/22/25,0.21
0.68,1506,D5543,T002,30.4,0.52,3.0,18,9,0.48,42,0.34,243,0.0,11,2,1,246,0.75,0.03,11/2/24,0.7
0.75,2858,D7515,T001,4.5,0.63,4.5,10,8,0.18,254,0.86,207,0.098,8,5,2,10,0.65,0.11,5/4/25,0.51
0.22,2448,D6855,T012,20.4,0.41,5.0,4,8,0.36,32,0.67,266,0.059,1,4,5,319,0.75,0.09,11/24/24,0.2
0.1,1758,D6456,T005,18.0,0.49,3.0,3,5,0.12,355,0.62,248,0.129,1,14,3,249,0.77,0.33,10/20/25,0.32
0.91,961,D3307,T004,23.5,0.6,5.0,7,6,0.34,326,0.53,62,0.045,13,15,8,332,0.36,0.4,1/13/26,0.85
0.19,1228,D6230,T003,25.9,0.49,3.5,16,10,0.27,317,0.38,253,0.051,14,10,3,219,0.78,0.22,8/19/25,0.59
0.77,1774,D5947,T008,32.0,0.6,3.5,16,4,0.17,206,0.37,220,0.139,6,6,10,334,0.49,0.37,3/30/25,0.14
0.34,1446,D6636,T007,15.7,0.55,5.2,6,9,0.54,332,0.97,84,0.046,30,7,10,273,0.63,0.19,5/12/25,0.44
0.33,2816,D4657,T006,6.7,0.4,5.0,8,8,0.47,36,0.51,197,0.043,16,11,7,123,0.23,0.17,12/16/24,0.84
0.59,910,D4512,T012,39.8,0.6,4.5,7,5,0.49,219,0.81,33,0.067,14,13,10,180,0.59,0.06,10/3/24,0.54
0.77,236,D4872,T011,15.6,0.69,5.0,19,2,0.9,250,0.95,213,0.119,4,3,8,294,0.46,0.05,11/11/25,0.59
0.74,602,D2718,T010,1.0,0.45,5.2,19,6,0.62,236,0.55,188,0.107,0,14,1,18,0.28,0.33,3/24/25,0.12
0.1,493,D1683,T009,24.5,0.33,6.0,15,10,0.12,130,0.12,158,0.06,11,7,9,324,0.1,0.36,6/14/25,0.76
0.6,2841,D2698,T003,35.4,0.52,5.1,15,9,0.89,212,0.24,82,0.077,27,2,4,92,0.82,0.38,3/31/24,0.31
0.93,356,D8159,T002,0.6,0.57,5.2,0,3,0.67,355,0.38,243,0.109,7,1,10,226,0.71,0.4,1/8/25,0.34
0.8,2607,D7638,T001,23.4,0.49,3.5,6,0,0.49,3,0.97,94,0.052,9,9,9,99,0.23,0.49,11/19/25,0.17
0.87,2193,D2633,T006,27.6,0.55,6.0,4,0,0.44,9,0.91,120,0.032,30,3,3,96,0.34,0.36,7/3/25,0.72
0.88,2676,D9721,T005,18.7,0.58,5.0,11,3,0.29,139,0.45,153,0.048,2,10,2,322,0.76,0.05,11/12/25,0.44
0.83,1180,D6458,T004,4.1,0.72,4.0,10,2,0.79,320,0.7,260,0.12,17,3,6,38,0.96,0.28,9/25/25,0.69
0.64,1804,D4643,T009,14.1,0.52,3.5,15,2,0.05,94,0.1,297,0.072,9,12,0,325,0.42,0.05,2/15/24,0.96
0.59,1292,D3365,T008,49.6,0.53,6.0,1,9,0.11,239,0.92,232,0.0,17,15,0,202,0.01,0.12,1/28/26,0.92
0.8,651,D8256,T007,26.1,0.39,5.2,2,4,0.32,84,0.35,134,0.012,1,6,10,343,0.5,0.45,6/22/24,0.13
0.46,1235,D1056,T012,29.9,0.49,3.0,10,3,0.78,89,0.59,80,0.07,10,12,1,236,0.58,0.48,5/23/24,0.21
0.81,163,D2635,T011,35.3,0.53,6.0,10,10,0.12,117,0.33,37,0.005,2,14,1,330,0.8,0.37,7/11/24,0.37
0.3,1151,D1334,T010,30.6,0.5,5.1,9,1,0.32,314,0.84,28,0.127,28,12,9,205,0.16,0.34,1/31/25,0.49
0.51,1664,D8430,T004,40.5,0.4,5.0,12,4,0.24,2,0.15,116,0.011,12,10,8,357,0.57,0.28,2/21/26,0.4
0.92,2468,D7730,T003,5.0,0.49,6.0,10,9,0.86,6,0.32,51,0.05,22,15,7,289,0.09,0.01,5/27/25,0.94
0.47,1375,D2448,T002,38.6,0.59,3.5,12,9,0.03,173,0.5,72,0.049,5,11,3,245,0.89,0.37,6/3/24,0.93
0.26,1231,D2354,T001,38.6,0.49,6.0,19,3,0.23,263,0.48,289,0.114,16,11,3,187,0.73,0.41,1/5/24,0.11
0.3,2147,D8189,T006,15.1,0.59,6.0,10,1,0.86,135,0.34,283,0.112,18,8,0,170,0.79,0.15,1/12/26,1.0
0.85,1688,D1730,T005,40.0,0.64,3.0,10,10,0.84,143,0.51,129,0.065,20,14,9,4,0.87,0.38,8/21/24,0.3
0.13,2541,D8275,T010,28.3,0.5,6.0,20,3,0.38,191,0.79,83,0.066,15,13,9,224,0.44,0.23,3/12/24,0.52
0.95,1657,D9976,T009,18.9,0.73,5.0,13,0,0.07,270,0.71,218,0.087,16,5,6,350,0.76,0.07,5/2/25,0.87
0.96,2859,D6535,T008,28.3,0.66,5.1,14,2,0.17,179,0.62,87,0.132,21,14,8,148,0.39,0.29,10/1/24,0.48
0.82,1496,D1839,T007,39.0,0.58,5.2,1,7,0.8,148,0.86,163,0.149,13,11,9,10,0.54,0.42,5/10/25,0.25
0.65,675,D6510,T001,12.1,0.42,5.2,4,8,0.79,306,0.69,26,0.066,27,1,5,165,0.19,0.47,10/21/24,0.37
0.27,2514,D1037,T012,40.7,0.53,4.5,12,0,0.57,117,0.95,203,0.118,8,0,6,315,0.24,0.35,2/12/25,0.33
0.7,632,D3686,T011,39.6,0.58,5.1,5,2,0.97,283,0.18,286,0.114,20,13,10,63,0.95,0.46,8/25/24,0.64
0.13,1743,D9143,T004,6.6,0.66,5.1,18,9,0.52,212,0.91,299,0.108,15,15,10,286,0.62,0.08,7/26/24,0.93
0.4,2271,D2231,T003,33.9,0.54,5.2,17,6,0.72,326,0.13,127,0.146,30,1,0,281,0.56,0.07,5/7/25,0.96
0.58,782,D3162,T002,40.1,0.47,3.0,9,2,0.97,185,0.8,136,0.016,13,10,8,131,0.34,0.38,1/8/25,0.42
0.46,1202,D5518,T007,37.0,0.51,3.5,14,5,0.17,207,0.58,192,0.099,21,3,10,28,0.62,0.34,6/23/24,0.47
0.56,2258,D5449,T006,7.4,0.33,3.0,2,2,0.08,249,0.52,11,0.012,28,5,0,91,0.02,0.24,3/9/24,0.38
0.84,1583,D9878,T005,28.9,0.54,5.0,3,7,0.11,209,0.73,163,0.024,0,9,10,290,0.25,0.12,7/24/25,0.26
0.65,401,D1061,T010,27.5,0.52,4.0,3,8,0.24,292,0.86,74,0.02,22,11,2,179,0.48,0.07,10/2/24,0.22
0.14,651,D8082,T009,17.1,0.26,4.0,8,10,0.01,205,0.18,245,0.067,11,3,8,117,0.26,0.02,5/23/25,0.54
0.84,2323,D1171,T008,47.6,0.55,5.1,18,5,0.69,96,0.31,131,0.008,6,4,8,149,0.72,0.2,3/12/25,0.28
0.93,1065,D5985,T001,44.1,0.56,6.0,14,7,0.19,330,0.31,162,0.045,9,8,2,230,0.07,0.1,9/29/25,0.49
0.25,2950,D2306,T012,28.1,0.48,6.0,9,2,0.58,56,0.12,131,0.05,5,14,4,154,0.79,0.19,6/13/25,1.0
0.62,522,D5627,T011,40.5,0.65,4.0,20,5,0.84,175,0.87,229,0.088,25,2,5,303,0.75,0.3,9/7/25,0.58
0.44,2532,D6440,T004,11.5,0.57,5.1,7,6,0.92,78,0.8,147,0.021,20,2,9,133,0.69,0.49,5/31/24,0.93
0.68,2666,D3749,T003,30.1,0.53,5.2,18,4,0.48,15,0.68,191,0.071,15,13,0,25,0.13,0.21,2/19/25,0.75
0.91,2051,D5427,T002,44.7,0.6,5.2,12,4,0.61,56,0.57,90,0.146,18,1,3,185,0.16,0.02,6/30/25,0.4
0.12,1067,D8426,T007,30.3,0.35,5.0,1,3,0.7,206,0.25,29,0.137,20,0,2,238,0.43,0.03,2/20/25,0.39
0.98,746,D5082,T006,30.8,0.73,5.0,7,10,0.79,294,0.65,256,0.041,25,13,5,83,0.99,0.47,9/1/25,0.58
0.52,1722,D4649,T005,21.1,0.55,4.0,8,7,0.63,159,0.2,15,0.113,16,0,5,93,0.71,0.13,8/10/24,0.92
0.56,503,D3928,T010,17.0,0.41,4.5,15,3,0.18,113,0.6,35,0.069,7,6,4,261,0.22,0.21,6/5/24,0.32
0.49,904,D6681,T009,1.0,0.61,4.5,18,6,0.74,156,0.96,118,0.04,21,10,9,318,0.81,0.29,6/27/24,0.96
0.16,2990,D2002,T008,32.1,0.42,6.0,1,4,0.62,166,0.86,215,0.022,19,3,2,127,0.31,0.07,1/22/26,0.39
0.87,2217,D8707,T001,17.5,0.57,3.0,7,5,0.61,38,0.22,168,0.12,8,7,0,248,0.23,0.47,4/22/24,0.63
0.74,2507,D7083,T012,7.6,0.5,6.0,1,4,0.39,136,0.43,184,0.08,2,9,2,27,0.36,0.04,1/16/25,0.67
0.36,1978,D1464,T011,16.2,0.35,5.1,7,5,0.05,80,0.53,214,0.095,7,2,0,97,0.25,0.41,5/14/25,0.15
0.83,877,D2573,T004,2.1,0.56,3.5,13,0,0.04,351,0.7,65,0.067,29,1,8,156,0.42,0.14,2/21/24,0.29
0.86,1072,D7314,T003,47.0,0.53,5.1,0,7,0.29,161,0.17,31,0.08,1,10,6,221,0.67,0.16,5/27/25,0.22
0.4,1870,D7725,T002,6.6,0.45,3.5,16,10,0.25,118,0.55,219,0.054,26,8,10,200,0.76,0.39,5/17/24,0.26
0.3,2727,D8123,T008,10.2,0.51,5.1,9,9,0.26,130,0.79,50,0.143,15,14,8,52,0.6,0.13,1/23/25,0.41
0.54,2839,D1471,T007,10.5,0.73,3.5,20,3,0.02,148,0.84,154,0.148,16,13,7,344,0.72,0.11,6/30/25,0.5
0.42,2671,D3557,T006,37.9,0.59,3.0,12,5,0.48,18,0.57,204,0.14,16,5,6,179,0.69,0.02,1/1/26,0.69
0.76,2532,D9776,T005,19.3,0.55,3.5,12,10,0.52,106,0.64,294,0.077,13,7,1,275,0.49,0.48,1/21/26,0.13
0.28,541,D5752,T011,0.6,0.41,4.0,15,10,0.26,190,0.44,83,0.072,1,3,2,212,0.69,0.07,12/11/24,0.35
0.92,651,D1301,T010,37.9,0.62,3.0,11,6,0.77,178,0.69,132,0.14,22,6,5,16,0.21,0.24,11/24/25,0.58
0.57,513,D9253,T009,17.6,0.5,5.1,11,6,0.21,43,0.75,215,0.01,9,11,0,251,0.45,0.12,2/19/24,0.48
0.99,1687,D7622,T002,5.0,0.61,5.0,15,3,0.15,78,0.61,90,0.047,4,12,5,211,0.64,0.23,2/27/24,0.56
0.29,343,D2742,T001,15.6,0.39,4.5,2,4,0.99,14,0.28,125,0.042,15,9,3,343,0.79,0.35,3/24/25,0.13
0.39,249,D2595,T012,42.3,0.61,3.0,17,3,0.24,340,0.69,244,0.044,16,12,9,259,1.0,0.24,2/5/25,0.61
0.6,2604,D9793,T005,7.8,0.53,6.0,9,4,0.8,165,0.82,91,0.049,8,4,4,200,0.42,0.35,7/11/25,0.85
0.25,1748,D1551,T004,10.9,0.48,3.5,17,1,0.53,220,0.88,259,0.002,9,4,2,211,0.88,0.39,8/20/25,0.14
0.1,1624,D9463,T003,18.0,0.26,5.0,14,1,0.56,195,0.21,275,0.034,1,11,2,19,0.04,0.41,10/6/25,0.77
0.96,2394,D2698,T008,48.4,0.57,6.0,6,4,0.08,282,0.71,144,0.046,2,7,1,209,0.14,0.1,4/23/24,0.7
0.64,1180,D6166,T007,41.7,0.43,3.5,2,8,0.81,232,0.32,62,0.001,25,3,9,12,0.57,0.4,1/22/25,0.94
0.85,414,D5318,T006,45.7,0.51,4.5,7,1,0.38,153,0.27,88,0.13,12,1,1,236,0.07,0.32,5/4/24,0.43
0.98,1011,D4747,T011,30.9,0.65,5.0,14,4,0.6,109,0.64,11,0.068,7,14,4,13,0.79,0.12,2/6/25,0.87
0.83,971,D6375,T010,38.1,0.52,6.0,3,4,0.31,35,0.91,149,0.044,4,12,5,269,0.45,0.47,11/8/25,0.12
0.95,451,D5503,T009,5.8,0.6,3.0,5,5,0.31,357,1.0,168,0.016,1,0,10,175,0.56,0.25,2/18/24,0.73
0.5,2705,D1415,T002,12.6,0.67,5.2,18,4,0.01,298,0.96,249,0.09,20,2,8,325,0.4,0.12,2/24/24,0.83
0.93,2286,D2006,T001,39.3,0.54,3.5,10,4,0.23,308,0.46,174,0.125,1,5,6,13,0.09,0.19,10/14/24,0.47
0.77,390,D6696,T012,21.3,0.55,5.2,0,3,0.23,2,1.0,189,0.028,2,14,2,153,0.29,0.35,5/15/25,0.85
0.7,762,D1907,T005,1.3,0.51,5.1,3,7,0.36,117,0.37,129,0.061,29,6,10,191,0.56,0.0,11/14/24,0.61
0.62,196,D4822,T004,4.3,0.65,5.0,8,4,0.85,87,0.78,181,0.149,13,11,4,315,0.83,0.22,11/12/25,0.93
0.93,1008,D8247,T003,9.9,0.67,6.0,18,4,0.44,334,0.51,28,0.113,3,6,9,248,0.47,0.06,4/19/24,0.53
0.17,2594,D2940,T008,18.3,0.46,3.5,1,6,0.87,199,0.93,254,0.086,26,3,0,246,0.24,0.16,1/4/26,0.5
0.92,1529,D5272,T007,41.8,0.63,4.5,10,10,0.66,269,0.35,255,0.108,12,4,3,286,0.5,0.28,12/19/25,0.44
0.66,978,D8005,T006,41.6,0.67,5.2,19,7,0.99,197,0.82,63,0.058,6,7,10,178,0.58,0.48,12/12/25,0.75
0.66,2832,D9425,T011,20.8,0.51,3.5,10,6,0.56,28,0.26,108,0.001,25,14,1,56,0.98,0.13,3/24/24,0.17
0.54,641,D6394,T010,19.9,0.56,5.0,3,8,0.32,243,0.86,195,0.108,19,4,6,338,0.23,0.42,1/25/24,0.73
0.21,1177,D6368,T009,34.7,0.37,4.5,6,9,0.1,201,0.22,17,0.105,9,14,8,189,0.02,0.33,1/4/25,0.37
0.47,2068,D4911,T002,41.4,0.59,5.0,20,10,0.41,196,0.78,107,0.148,24,4,3,62,0.53,0.06,3/9/25,0.16
0.34,1103,D3288,T001,3.5,0.55,6.0,11,5,0.99,321,0.21,74,0.142,24,4,6,321,0.68,0.5,1/22/24,0.99
0.23,891,D5320,T012,2.6,0.33,4.0,12,9,0.13,271,0.18,254,0.007,21,12,9,335,0.23,0.47,11/12/25,0.87
0.72,2320,D1401,T005,39.2,0.69,5.2,3,1,0.05,222,0.35,123,0.12,8,7,4,360,0.96,0.01,11/24/24,0.56
0.82,2488,D5229,T004,42.3,0.73,4.5,19,9,0.31,133,0.82,105,0.026,29,5,5,236,0.91,0.31,11/4/24,0.64
0.56,1879,D3444,T003,39.1,0.52,5.2,7,2,0.66,140,0.39,126,0.089,10,2,3,236,0.63,0.07,10/12/25,0.11
0.66,1031,D3392,T008,41.5,0.67,6.0,18,3,0.76,233,0.41,171,0.085,2,15,9,239,0.62,0.28,9/17/24,0.97
0.19,2016,D1109,T007,36.2,0.36,5.2,5,6,0.19,86,0.24,84,0.04,16,6,6,120,0.71,0.15,6/28/24,0.2
0.61,2864,D6838,T006,34.9,0.6,5.1,1,10,0.53,337,0.53,256,0.048,29,5,6,304,0.84,0.3,8/13/25,0.8
0.14,2707,D1368,T011,27.2,0.47,3.5,13,5,0.0,225,0.52,104,0.079,4,4,4,87,0.72,0.0,7/17/25,0.31
0.87,1729,D3806,T010,48.2,0.46,3.0,16,2,0.14,127,0.28,296,0.002,14,8,9,185,0.03,0.11,4/23/24,0.13
0.75,1967,D5778,T009,48.1,0.43,4.5,16,6,0.86,6,0.34,247,0.01,3,12,2,200,0.09,0.05,1/17/26,0.3
0.13,1212,D1493,T002,49.8,0.46,4.5,20,4,0.57,349,0.77,114,0.0,13,10,3,342,0.53,0.38,9/12/25,0.23
0.96,2302,D4942,T001,10.4,0.51,5.0,4,6,0.21,131,0.9,16,0.017,0,1,2,352,0.03,0.5,11/25/24,0.74
0.37,756,D1319,T012,19.8,0.47,5.2,13,3,0.62,250,0.59,90,0.101,23,2,10,349,0.25,0.16,1/19/24,0.65
0.22,2597,D1786,T005,6.1,0.36,3.0,13,1,0.37,208,0.19,179,0.048,22,5,3,334,0.36,0.12,11/28/24,0.65
0.49,1456,D1058,T004,24.5,0.36,5.0,10,10,0.58,282,0.34,83,0.005,13,9,1,148,0.46,0.42,8/23/25,0.12
0.2,1679,D7382,T003,10.3,0.42,5.2,9,0,0.37,285,0.47,140,0.019,29,0,3,313,0.4,0.13,4/11/24,0.52
0.9,1868,D6971,T008,30.5,0.69,3.5,9,2,0.96,34,0.56,198,0.089,10,7,2,278,0.71,0.48,9/2/25,0.82
0.84,2984,D6877,T007,11.1,0.61,6.0,5,6,0.53,278,0.39,151,0.125,0,14,0,228,0.69,0.48,6/30/25,0.6
0.55,1532,D6400,T006,8.7,0.57,5.0,9,7,0.6,138,0.59,111,0.097,1,10,6,120,0.98,0.39,6/11/24,0.77
0.28,901,D2733,T011,25.4,0.46,3.0,2,2,0.69,139,0.74,13,0.056,29,7,10,263,0.6,0.25,1/28/26,0.51
0.5,102,D2905,T010,23.2,0.48,3.5,11,8,0.88,281,0.33,65,0.102,21,1,9,199,0.77,0.46,7/29/24,0.61
0.89,1415,D7744,T009,34.0,0.6,5.2,19,1,0.22,227,0.14,290,0.053,22,14,1,226,0.74,0.15,5/26/24,0.55
0.55,1380,D3791,T002,43.5,0.57,5.0,20,10,0.11,236,0.36,151,0.092,30,9,4,141,0.58,0.02,1/31/26,0.72
0.56,2770,D8704,T001,23.4,0.66,5.2,8,3,0.71,53,0.76,36,0.084,28,7,9,262,0.96,0.28,8/30/24,0.59
0.21,2534,D6779,T012,46.8,0.58,6.0,20,5,0.52,64,0.32,118,0.091,15,7,6,295,0.84,0.37,5/29/24,0.52
0.57,2940,D4167,T005,4.9,0.55,3.0,14,10,0.96,107,1.0,248,0.046,3,14,10,250,0.22,0.44,11/19/24,0.15
0.96,2983,D7199,T004,22.5,0.8,6.0,11,8,0.33,293,0.67,264,0.111,21,7,5,310,0.86,0.49,5/3/25,0.97
0.48,1951,D9449,T003,46.8,0.54,4.5,3,6,0.34,181,0.45,137,0.052,20,8,0,152,0.77,0.46,12/3/24,0.99
0.23,2608,D1670,T008,15.7,0.42,5.0,18,3,0.99,168,0.22,241,0.073,1,11,5,217,0.27,0.46,2/24/25,0.9
0.79,1708,D1878,T007,34.7,0.62,4.0,14,3,0.28,161,0.76,70,0.115,14,10,5,349,0.22,0.08,7/11/24,0.28
0.69,2491,D6456,T006,14.1,0.41,4.5,6,8,0.41,80,0.68,106,0.076,18,7,5,198,0.0,0.3,11/29/25,0.23
0.43,969,D4140,T011,24.4,0.52,4.0,0,7,0.23,361,0.83,120,0.05,4,9,7,208,0.34,0.24,8/13/25,0.4
0.39,2316,D5205,T010,19.3,0.48,4.0,20,0,0.56,332,0.49,224,0.136,11,9,5,76,0.41,0.12,1/14/25,0.31
0.2,2408,D1233,T009,5.4,0.46,5.0,12,1,0.96,140,0.33,57,0.146,4,7,2,184,0.19,0.24,3/4/25,0.82
0.38,1666,D3403,T002,34.3,0.42,4.0,17,10,0.74,93,0.13,47,0.071,5,7,3,58,0.44,0.29,4/25/24,0.76
0.16,1975,D4420,T001,45.9,0.49,5.2,20,7,0.68,310,0.5,184,0.101,5,2,0,53,0.95,0.02,9/15/24,0.13
0.75,828,D4010,T012,18.9,0.59,3.0,7,6,0.89,355,0.16,227,0.062,18,4,9,266,0.68,0.01,6/2/24,0.77
0.33,2111,D6613,T005,32.3,0.52,4.0,18,6,0.16,209,0.73,235,0.087,20,8,0,138,0.37,0.13,6/30/24,0.11
0.6,695,D1868,T004,25.9,0.51,4.0,4,2,0.98,31,0.54,50,0.133,5,0,10,280,0.54,0.21,10/25/24,0.46
0.1,272,D5687,T003,11.7,0.24,4.0,4,2,0.75,28,0.4,237,0.013,5,14,8,213,0.02,0.23,9/27/25,0.91
0.49,1470,D8732,T008,0.5,0.36,5.2,12,8,0.69,198,0.1,48,0.074,30,6,8,17,0.2,0.32,8/14/25,0.76
